genres,original_title,overview,ratings,votes,overview_new
Drama,all too human,"After struggling with years of severe depression, Mark has decided that today is the day to end his misery. There seems to be no moral or spiritual philosophy that can bring about Mark's ...                See full summary »",5.9,20,"struggling year severe depression, mark decided today day end misery. seems moral spiritual philosophy bring mark's ... see full summary »"
Action  Comedy  Family,paws p.i.,"A boy determined to save his dad's failing private detective business enlists the help of his dog and parrot (who both talk) to take down the town's tyrannical tycoon, who wants to stop a mansion from being turned into an animal rescue.",7.1,219,"boy determined save dad's failing private detective business enlists help dog parrot (who talk) take town's tyrannical tycoon, want stop mansion turned animal rescue."
Animation  Family,captain morten and the spider queen,Every ship deserves its captain.,5.6,163,every ship deserves captain.
Animation  Action  Drama,tito e os pássaros,"The film tells the story of a boy who is responsible, along with his father, for finding the cure for an illness that is contracted after the person takes a fright.",6.5,429,"film tell story boy responsible, along father, finding cure illness contracted person take fright."
Drama  History  War,union,"A woman disguises herself as her dead brother, Henry, in order to survive in the Confederate ranks during the Civil War. He marries a widow to rescue her from an arranged marriage. They keep each other's secrets and find true love.",4.1,87,"woman disguise dead brother, henry, order survive confederate rank civil war. marries widow rescue arranged marriage. keep other's secret find true love."
Horror,valentine dayz,"A whirlwind romance is interrupted by the zombie apocalypse when Sara (Carrie Keagan) is claimed by the virus, and Max (Dallas Valdez) is forced back into a life he thought he left behind.",2.1,107,"whirlwind romance interrupted zombie apocalypse sara (carrie keagan) claimed virus, max (dallas valdez) forced back life thought left behind."
Thriller,my daughter vanished,"When a woman's daughter goes missing under suspicious circumstances, she will do anything it takes to find her.",4.7,111,"woman's daughter go missing suspicious circumstances, anything take find her."
Comedy  Drama  Romance,the hardest thing,The heart-wrenching path of two young couples in their transition from adolescence to adulthood and the trials and tribulations that come with it.,4.6,14,heart-wrenching path two young couple transition adolescence adulthood trial tribulation come it.
Adventure  Comedy  Fantasy,lake michigan monster,An eccentric ship captain and a crew of specialists plot revenge against the most mysterious creature of the deep -- the Lake Michigan Monster.,5.4,235,eccentric ship captain crew specialist plot revenge mysterious creature deep -- lake michigan monster.
Comedy,the bbq,Dazza has a passion for barbequing. He accidentally gives his neighbours food poisoning. To make amends he seeks tutelage from the tyrannical Scottish chef and together they enter an international barbecue competition.,4.9,263,dazza passion barbequing. accidentally give neighbour food poisoning. make amends seek tutelage tyrannical scottish chef together enter international barbecue competition.
Crime,mundo: from altar boy to hitman,"Based on the story of ex-Mexican Mafia member Ramon ""Machine Gun Mundo"" Mendoza.",6.2,63,"based story ex-mexican mafia member ramon ""machine gun mundo"" mendoza."
Adventure  Comedy  Musical,wanderland,"Seeking an escape from his isolated life in New York City, Alex accepts a mysterious invitation to house-sit a picturesque 'Enchanted Cottage' on Long Island. There he ends up lost on a surreal musical all-night odyssey of misadventures.",5.5,169,"seeking escape isolated life new york city, alex accepts mysterious invitation house-sit picturesque 'enchanted cottage' long island. end lost surreal musical all-night odyssey misadventures."
Action  Crime  Drama,dirty dead con men,"In a city full of criminals, what difference do two more make?",4.6,74,"city full criminals, difference two make?"
Comedy  Fantasy  Horror,everything is terrible! presents: the great satan,"The found footage collective, Everything is Terrible! Has taken over 2,000 forgotten VHS tapes and re-contextualized them in order to tell the tale of The Dark Lord himself, Lucifer.",7.1,149,"found footage collective, everything terrible! taken 2,000 forgotten vhs tape re-contextualized order tell tale dark lord himself, lucifer."
Action  Thriller,segfault,A woman becomes increasingly aware of her fractured past as a corrupt organization closes in.,4.8,283,woman becomes increasingly aware fractured past corrupt organization close in.
Drama,the products of the american ghetto,A young boy is fighting to protect his mother from prostitution and ends up joining the drug game of Atlanta during one of the most historic moments in Atlanta history.,7.2,23,young boy fighting protect mother prostitution end joining drug game atlanta one historic moment atlanta history.
Horror  Sci-Fi  Thriller,night zero,Three couples struggle for survival after a massive catastrophe occurs in Baltimore.,3.0,343,three couple struggle survival massive catastrophe occurs baltimore.
Comedy,kill the monsters,Three men struggle to save their relationship while traveling across country in search of a doctor they believe will make one of them well.,5.8,84,three men struggle save relationship traveling across country search doctor believe make one well.
